x,y,c,t
0.5638888888888889,0.22555555555555556,ffffff,1486854162960
0.5847222222222223,0.2111111111111111,ffffff,1486854163069
0.5888888888888889,0.20666666666666667,ffffff,1486854163178
0.5909722222222222,0.20444444444444446,ffffff,1486854163291
0.59375,0.1988888888888889,ffffff,1486854163399
0.5965277777777778,0.19333333333333333,ffffff,1486854163507
0.5284722222222222,0.5722222222222222,fefefe,1486854175019
0.5006944444444444,0.57,fefefe,1486854176363
0.40347222222222223,0.5477777777777778,fefefe,1486854176469
0.39861111111111114,0.5466666666666666,fefefe,1486854176577
0.39444444444444443,0.5333333333333333,333333,1486854177392
0.39305555555555555,0.5288888888888889,fefefe,1486854177498
0.39166666666666666,0.5244444444444445,e1e1e1,1486854179348
0.3680555555555556,0.4722222222222222,fefefe,1486854179454
0.34930555555555554,0.4388888888888889,fefefe,1486854179563
0.34791666666666665,0.43666666666666665,fefefe,1486854179668
0.35208333333333336,0.43777777777777777,fefefe,1486854179875
0.35347222222222224,0.4388888888888889,fefefe,1486854179979
0.3541666666666667,0.44,fefefe,1486854180087
0.35555555555555557,0.4411111111111111,fefefe,1486854180191
0.6208333333333333,0.49333333333333335,fefefe,1486854184499
0.6493055555555556,0.46555555555555556,fefefe,1486854184806
0.6638888888888889,0.4577777777777778,fefefe,1486854184912
0.6659722222222222,0.4533333333333333,fefefe,1486854185019
0.66875,0.45,333333,1486854185138
0.6701388888888888,0.4477777777777778,fefefe,1486854185244
0.6694444444444444,0.4488888888888889,e6e6e6,1486854189251
0.6590277777777778,0.45666666666666667,fefefe,1486854189358
0.5909722222222222,0.4711111111111111,fefefe,1486854189463
0.5465277777777777,0.47888888888888886,f9f9f9,1486854189567
0.5236111111111111,0.48444444444444446,fefefe,1486854189670
0.4888888888888889,0.49777777777777776,fefefe,1486854191306
0.4847222222222222,0.4988888888888889,fefefe,1486854191411
0.4840277777777778,0.5,fefefe,1486854191515
0.47291666666666665,0.5266666666666666,fefefe,1486854191624
0.42430555555555555,0.5566666666666666,fefefe,1486854191728
0.39305555555555555,0.5588888888888889,525252,1486854191833
0.375,0.5944444444444444,fefefe,1486854233513
0.37916666666666665,0.61,fefefe,1486854233619
0.3715277777777778,0.6044444444444445,fefefe,1486854238255
0.33958333333333335,0.5677777777777778,fefefe,1486854238366
0.3090277777777778,0.5255555555555556,fefefe,1486854238476
0.30694444444444446,0.5211111111111111,fefefe,1486854238580
0.2986111111111111,0.47555555555555556,fefefe,1486854238992
0.2965277777777778,0.4633333333333333,fefefe,1486854239096
0.2951388888888889,0.45222222222222225,fefefe,1486854239203
0.33055555555555555,0.4222222222222222,fefefe,1486854239921
0.3659722222222222,0.42777777777777776,fefefe,1486854240033
0.36736111111111114,0.4288888888888889,fefefe,1486854240148
0.4597222222222222,0.43666666666666665,fefefe,1486854242091
0.46458333333333335,0.4388888888888889,fefefe,1486854242199
0.4861111111111111,0.43777777777777777,fefefe,1486854243124
0.6048611111111111,0.4266666666666667,fefefe,1486854243231
0.6159722222222223,0.42,fefefe,1486854243338
0.5486111111111112,0.41444444444444445,fefefe,1486854252335
0.49375,0.4033333333333333,fefefe,1486854252442
0.48194444444444445,0.43555555555555553,fefefe,1486854253156
0.48125,0.43666666666666665,fefefe,1486854253261
0.46597222222222223,0.45222222222222225,fefefe,1486854253880
0.4354166666666667,0.48333333333333334,fefefe,1486854253986
0.4340277777777778,0.48444444444444446,fefefe,1486854254094
0.40694444444444444,0.48,fefefe,1486854255535
0.35208333333333336,0.48777777777777775,fefefe,1486854259255
0.2222222222222222,0.49444444444444446,fefefe,1486854259364
0.19236111111111112,0.5011111111111111,fefefe,1486854259478
0.17430555555555555,0.5133333333333333,fefefe,1486854259593
0.16458333333333333,0.5233333333333333,fefefe,1486854259699
0.1625,0.5266666666666666,fefefe,1486854259803
0.3055555555555556,0.5244444444444445,fefefe,1486854265576
0.3173611111111111,0.5188888888888888,fefefe,1486854265708
0.33402777777777776,0.4988888888888889,fefefe,1486854266028
0.34375,0.4955555555555556,fefefe,1486854266145
