x,y,c,t
0.11875,0.3488888888888889,0a1131,1486533298334
0.0020833333333333333,0.37,f0f0f0,1486533302025
0.015277777777777777,0.44666666666666666,262626,1486533302140
0.01875,0.4588888888888889,262626,1486533302249
0.009027777777777777,0.43777777777777777,282727,1486533302357
0.006944444444444444,0.44555555555555554,afbabd,1486533302463
0.0125,0.4677777777777778,dddddd,1486533302879
0.021527777777777778,0.48333333333333334,40a0fa,1486533302991
0.022916666666666665,0.4866666666666667,2fadfc,1486533303107
0.035416666666666666,0.4888888888888889,f0f0f0,1486533336526
0.16319444444444445,0.5511111111111111,ffffff,1486533336646
0.16944444444444445,0.5577777777777778,ffffff,1486533336762
0.17916666666666667,0.5522222222222222,ffffff,1486533336869
0.18611111111111112,0.5633333333333334,85aecc,1486533336977
0.19027777777777777,0.5677777777777778,ffffff,1486533337085
0.18472222222222223,0.55,e5e5e5,1486533343901
0.18263888888888888,0.54,e5e5e5,1486533344005
0.1798611111111111,0.5233333333333333,f2f2f2,1486533344130
0.175,0.5111111111111111,e7e7e7,1486533344858
0.17291666666666666,0.5455555555555556,e8e8e8,1486533345376
0.3729166666666667,0.55,ffffff,1486533347547
0.3798611111111111,0.5488888888888889,ffffff,1486533347661
0.4666666666666667,0.5555555555555556,ffffff,1486533347972
0.4638888888888889,0.5566666666666666,ffffff,1486533348080
0.4618055555555556,0.56,ffffff,1486533348285
0.44166666666666665,0.5611111111111111,ffffff,1486533348902
0.22777777777777777,0.6433333333333333,f2f2f2,1486533349022
0.18472222222222223,0.6566666666666666,f1f1f1,1486533349145
0.17291666666666666,0.6433333333333333,e9e9e9,1486533349257
0.17083333333333334,0.6566666666666666,f2f2f2,1486533351302
0.15555555555555556,0.76,f2f2f2,1486533351411
0.1486111111111111,0.7944444444444444,444444,1486533351528
0.14722222222222223,0.7988888888888889,e5e5e5,1486533351645
0.21458333333333332,0.7288888888888889,f2f2f2,1486533352181
0.26666666666666666,0.68,ffffff,1486533352297
0.2701388888888889,0.67,ffffff,1486533353129
0.2902777777777778,0.5822222222222222,ffffff,1486533353235
0.2826388888888889,0.5688888888888889,ffffff,1486533353340
0.18263888888888888,0.39222222222222225,f2f2f2,1486533353448
0.17569444444444443,0.3844444444444444,939393,1486533353551
