x,y,c,t
0.24444444444444444,0.42777777777777776,ffffff,1486482646123
0.2465277777777778,0.42444444444444446,ffffff,1486482646246
0.25555555555555554,0.46444444444444444,ffffff,1486482646351
0.2708333333333333,0.5066666666666667,ffffff,1486482646459
0.2826388888888889,0.5211111111111111,ffffff,1486482646872
0.40208333333333335,0.6022222222222222,ffffff,1486482646979
0.4284722222222222,0.6066666666666667,ffffff,1486482647089
0.4354166666666667,0.6055555555555555,ffffff,1486482647395
0.48055555555555557,0.6088888888888889,ffffff,1486482647825
0.5513888888888889,0.6544444444444445,f8e79d,1486482647942
0.4722222222222222,0.6555555555555556,d343d0,1486482650305
0.45416666666666666,0.65,fcffff,1486482650411
0.41597222222222224,0.6511111111111111,d343d0,1486482650622
0.37916666666666665,0.6533333333333333,e66fd0,1486482651041
0.375,0.6544444444444445,ffffff,1486482651251
0.475,0.6533333333333333,fbe3ef,1486482651562
0.5034722222222222,0.6622222222222223,ffffff,1486482654962
0.4930555555555556,0.6711111111111111,ffffff,1486482655070
0.49166666666666664,0.6766666666666666,ffffff,1486482655793
0.5777777777777777,0.6611111111111111,ffffff,1486482656828
0.7055555555555556,0.6588888888888889,eeeeee,1486482656936
0.7041666666666667,0.6533333333333333,eeeeee,1486482657766
0.55625,0.4533333333333333,eeeeee,1486482657871
0.35694444444444445,0.2788888888888889,eeeeeb,1486482657982
0.30486111111111114,0.30777777777777776,aaaaaa,1486482658094
0.2701388888888889,0.30444444444444446,b2b2b2,1486482658207
0.24375,0.26666666666666666,e6e6e6,1486482658318
0.22847222222222222,0.2511111111111111,e6e6e6,1486482658428
0.22777777777777777,0.24888888888888888,752900,1486482658643
0.4395833333333333,0.21444444444444444,eeeeee,1486482659058
0.7798611111111111,0.10666666666666667,8e8e8e,1486482659172
0.8076388888888889,0.11333333333333333,8a8a8a,1486482659285
0.8861111111111111,0.15444444444444444,eeeeee,1486482659393
0.9361111111111111,0.1411111111111111,eeeeee,1486482659504
0.9458333333333333,0.13555555555555557,eeeeee,1486482659615
0.9541666666666667,0.13666666666666666,eeeeee,1486482659724
0.98125,0.14,242424,1486482659832
0.9805555555555555,0.1388888888888889,414141,1486482660044
0.9798611111111111,0.13666666666666666,434343,1486482660153
0.9784722222222222,0.13555555555555557,474747,1486482660260
0.9777777777777777,0.1322222222222222,494949,1486482660575
0.9826388888888888,0.4011111111111111,2f2f2f,1486482661099
0.9819444444444444,0.5944444444444444,2e2e2e,1486482661213
0.9923611111111111,0.75,6c7f9e,1486482661327
0.9993055555555556,0.8333333333333334,6a7e9f,1486482661438
0.9986111111111111,0.9855555555555555,94969f,1486482661751
