x,y,c,t
0.08680555555555555,0.5266666666666666,ffffff,1486275410253
0.12638888888888888,0.5388888888888889,ffffff,1486275410361
0.15902777777777777,0.5355555555555556,ffffff,1486275410464
0.17291666666666666,0.49333333333333335,ffffff,1486275410574
0.1763888888888889,0.4822222222222222,0b5d9a,1486275410683
0.16041666666666668,0.5511111111111111,f2f2f2,1486275419455
0.1486111111111111,0.6222222222222222,f2f2f2,1486275419560
0.14583333333333334,0.6444444444444445,e7e7e7,1486275419676
0.22013888888888888,0.5944444444444444,ffffff,1486275419894
0.6125,0.5033333333333333,ffffff,1486275420015
0.6451388888888889,0.5,ffffff,1486275420137
0.6826388888888889,0.5255555555555556,ffffff,1486275420346
0.8291666666666667,0.6266666666666667,ffffff,1486275420461
0.8652777777777778,0.6466666666666666,ffffff,1486275420574
0.8743055555555556,0.6577777777777778,ffffff,1486275420678
0.8902777777777777,0.6877777777777778,ffffff,1486275420785
0.8930555555555556,0.7022222222222222,ffffff,1486275420889
0.8743055555555556,0.64,ffffff,1486275422343
0.8013888888888889,0.2922222222222222,ffffff,1486275422449
0.7902777777777777,0.25333333333333335,d6d6d6,1486275422555
0.7881944444444444,0.2677777777777778,ffffff,1486275422769
0.78125,0.2877777777777778,293946,1486275422885
0.7708333333333334,0.29555555555555557,ffffff,1486275423505
0.7361111111111112,0.31777777777777777,f7f7f7,1486275423611
0.7236111111111111,0.3288888888888889,dddddd,1486275423716
0.7166666666666667,0.33444444444444443,cccccc,1486275423823
0.6986111111111111,0.35,fecb45,1486275423938
0.6618055555555555,0.3655555555555556,ffffff,1486275424052
0.6694444444444444,0.3611111111111111,ffffff,1486275424160
0.6909722222222222,0.35444444444444445,1279c9,1486275424267
0.7034722222222223,0.35333333333333333,fecb45,1486275424473
0.70625,0.3522222222222222,ffffff,1486275424582
0.7201388888888889,0.3655555555555556,f7f7f7,1486275425119
0.7388888888888889,0.4033333333333333,f7f7f7,1486275425238
0.7479166666666667,0.4222222222222222,ffffff,1486275425344
0.7159722222222222,0.45111111111111113,e5e5e5,1486275426469
0.6152777777777778,0.4766666666666667,e5e5e5,1486275426575
0.60625,0.4722222222222222,e5e5e5,1486275426680
0.6131944444444445,0.4766666666666667,ffffff,1486275428108
0.7256944444444444,0.5733333333333334,ffffff,1486275428216
0.7930555555555555,0.6277777777777778,ffffff,1486275428320
0.81875,0.6333333333333333,188ec5,1486275428424
0.8375,0.6355555555555555,e7f3f9,1486275428532
0.8548611111111111,0.6366666666666667,188ec5,1486275428639
0.85625,0.6344444444444445,ffffff,1486275429049
0.8381944444444445,0.48444444444444446,f3f3f3,1486275429156
0.8375,0.36444444444444446,f3f3f3,1486275429265
0.8333333333333334,0.34444444444444444,f5f5f5,1486275429473
0.8194444444444444,0.32555555555555554,f5f5f5,1486275429578
0.8159722222222222,0.3088888888888889,f5f5f5,1486275429690
0.8152777777777778,0.29,ffffff,1486275429805
0.8145833333333333,0.2866666666666667,1d2e3c,1486275429913
0.7701388888888889,0.31777777777777777,f7f7f7,1486275430634
0.7625,0.3244444444444444,000000,1486275430740
0.7145833333333333,0.34,f7f7f7,1486275430847
0.6854166666666667,0.3522222222222222,fecb45,1486275430957
0.65,0.35444444444444445,ffffff,1486275431175
0.6388888888888888,0.36333333333333334,fecb45,1486275431293
0.6333333333333333,0.37,fecb45,1486275431406
0.6319444444444444,0.3711111111111111,fecb45,1486275431513
0.7229166666666667,0.37777777777777777,f7f7f7,1486275432136
0.7333333333333333,0.4066666666666667,f7f7f7,1486275432242
0.7354166666666667,0.4122222222222222,f7f7f7,1486275432346
0.7388888888888889,0.4166666666666667,ffffff,1486275432454
0.7423611111111111,0.41888888888888887,ffffff,1486275432562
0.6715277777777777,0.4488888888888889,ffffff,1486275434918
0.4618055555555556,0.5022222222222222,ffffff,1486275435022
0.35555555555555557,0.5433333333333333,ffffff,1486275435128
0.33055555555555555,0.5644444444444444,ffffff,1486275435235
0.33541666666666664,0.6044444444444445,ffffff,1486275435343
0.3645833333333333,0.6433333333333333,188ec5,1486275435450
0.3888888888888889,0.6666666666666666,ffffff,1486275435567
0.4131944444444444,0.6822222222222222,ffffff,1486275435680
0.4263888888888889,0.6855555555555556,f2f2f2,1486275435785
0.4361111111111111,0.69,ffffff,1486275435895
0.44583333333333336,0.7033333333333334,188ec5,1486275436003
0.4513888888888889,0.7088888888888889,ffffff,1486275436113
0.45555555555555555,0.7111111111111111,188ec5,1486275436220
0.45625,0.7122222222222222,188ec5,1486275436330
0.45416666666666666,0.7011111111111111,f2f2f2,1486275436740
0.4409722222222222,0.6933333333333334,ffffff,1486275438078
0.43333333333333335,0.6911111111111111,ffffff,1486275438191
0.4201388888888889,0.6944444444444444,188ec5,1486275439014
0.40555555555555556,0.6977777777777778,e7f3f9,1486275439126
0.39652777777777776,0.6966666666666667,adb6bb,1486275439236
0.3909722222222222,0.6877777777777778,dde4e7,1486275439442
0.36527777777777776,0.6455555555555555,188ec5,1486275439547
0.3486111111111111,0.6233333333333333,ffffff,1486275439654
0.3423611111111111,0.6222222222222222,ffffff,1486275439759
0.33402777777777776,0.6255555555555555,ffffff,1486275439865
0.325,0.6455555555555555,ffffff,1486275439975
0.3138888888888889,0.6677777777777778,ffffff,1486275440089
0.29583333333333334,0.6333333333333333,188ec5,1486275440196
0.2701388888888889,0.5766666666666667,ffffff,1486275440306
0.29791666666666666,0.6211111111111111,ffffff,1486275440416
0.4166666666666667,0.7477777777777778,ffffff,1486275440524
0.4576388888888889,0.7711111111111111,ffffff,1486275440634
0.4263888888888889,0.7633333333333333,ffffff,1486275442269
0.2875,0.6822222222222222,ffffff,1486275442375
0.25972222222222224,0.6733333333333333,ffffff,1486275442480
