x,y,c,t
0.04722222222222222,0.52,122d55,1486964752288
0.09861111111111111,0.49333333333333335,ffffff,1486964752410
0.12986111111111112,0.4777777777777778,ffffff,1486964752518
0.14097222222222222,0.47333333333333333,ffffff,1486964752623
0.1451388888888889,0.4722222222222222,ffffff,1486964752842
0.1875,0.47333333333333333,ffffff,1486964756547
0.23541666666666666,0.48333333333333334,ffffff,1486964756656
0.21458333333333332,0.5188888888888888,ffffff,1486964770557
0.21180555555555555,0.5244444444444445,ffffff,1486964770663
0.2076388888888889,0.5422222222222223,ffffff,1486964770869
0.2048611111111111,0.5566666666666666,ffffff,1486964770976
0.20416666666666666,0.5655555555555556,eeeeee,1486964771090
0.21875,0.5844444444444444,ffffff,1486964776112
0.3034722222222222,0.5744444444444444,ffffff,1486964776217
0.5229166666666667,0.5766666666666667,ffffff,1486964776324
0.7277777777777777,0.6422222222222222,ffffff,1486964776439
0.7368055555555556,0.6366666666666667,ffffff,1486964776552
0.7375,0.6466666666666666,ffffff,1486964776763
0.7597222222222222,0.6866666666666666,ffffff,1486964776868
0.7861111111111111,0.7144444444444444,ffffff,1486964776976
0.8020833333333334,0.7277777777777777,ffffff,1486964777081
0.8055555555555556,0.7344444444444445,ffffff,1486964777197
0.8076388888888889,0.7455555555555555,ffffff,1486964777313
0.8104166666666667,0.7577777777777778,ffffff,1486964777417
0.8111111111111111,0.7622222222222222,136e99,1486964777521
0.8118055555555556,0.76,bfbfbf,1486964782659
0.8083333333333333,0.7588888888888888,ffffff,1486964782867
0.8013888888888889,0.7555555555555555,ffffff,1486964782983
0.7909722222222222,0.7511111111111111,ffffff,1486964783100
0.7875,0.75,ffffff,1486964783210
0.7756944444444445,0.7455555555555555,ffffff,1486964783418
0.7423611111111111,0.7477777777777778,ffffff,1486964783522
0.7138888888888889,0.7522222222222222,ffffff,1486964783625
0.6958333333333333,0.7488888888888889,ffffff,1486964783938
0.6895833333333333,0.75,ffffff,1486964784157
0.6868055555555556,0.7522222222222222,ffffff,1486964784367
0.675,0.7588888888888888,f2f2f2,1486964785791
0.6680555555555555,0.7611111111111111,188ec5,1486964785898
0.6736111111111112,0.7644444444444445,188ec5,1486964786410
0.7027777777777777,0.77,ffffff,1486964786517
0.7263888888888889,0.7711111111111111,ffffff,1486964786621
0.7875,0.7766666666666666,ffffff,1486964786835
0.8055555555555556,0.77,ffffff,1486964787043
0.8118055555555556,0.7622222222222222,188ec5,1486964787149
0.8159722222222222,0.7544444444444445,ffffff,1486964787259
0.8152777777777778,0.7555555555555555,ffffff,1486964788083
0.8145833333333333,0.7566666666666667,e5e5e5,1486964788298
0.8131944444444444,0.7577777777777778,cdcdcd,1486964788509
0.7493055555555556,0.7511111111111111,ffffff,1486964789335
0.6694444444444444,0.7577777777777778,ffffff,1486964789848
0.7020833333333333,0.7611111111111111,3c7f9e,1486964792298
0.7270833333333333,0.7622222222222222,ffffff,1486964792412
0.7576388888888889,0.7611111111111111,188ec5,1486964792521
0.7729166666666667,0.76,f1f1f1,1486964792625
0.8013888888888889,0.7622222222222222,ffffff,1486964792933
0.8069444444444445,0.7633333333333333,188ec5,1486964793043
0.7916666666666666,0.7555555555555555,ffffff,1486964794484
0.6736111111111112,0.6833333333333333,ffffff,1486964794604
0.6208333333333333,0.6466666666666666,ffffff,1486964794713
0.6090277777777777,0.6388888888888888,ffffff,1486964794817
0.6076388888888888,0.6366666666666667,ffffff,1486964794923
0.5993055555555555,0.6322222222222222,ffffff,1486964795029
0.5854166666666667,0.6277777777777778,ffffff,1486964795134
0.5493055555555556,0.6311111111111111,ffffff,1486964795654
0.5479166666666667,0.6322222222222222,ffffff,1486964795766
0.5319444444444444,0.6077777777777778,ffffff,1486964799676
0.38958333333333334,0.3611111111111111,ffffff,1486964799786
0.2152777777777778,0.17777777777777778,fafafa,1486964799891
0.2076388888888889,0.17222222222222222,fafafa,1486964800000
0.19236111111111112,0.16,e4e4e4,1486964800518
0.14027777777777778,0.10333333333333333,d2cfd2,1486964800627
0.10902777777777778,0.07222222222222222,fcfcfc,1486964800735
0.08402777777777778,0.05444444444444444,e6e2e6,1486964800843
0.07361111111111111,0.052222222222222225,e8e3e8,1486964800953
0.07222222222222222,0.12,fafafa,1486964801159
0.09513888888888888,0.35555555555555557,f1f1f1,1486964801267
0.11388888888888889,0.48444444444444446,f2f2f2,1486964801381
0.12430555555555556,0.5222222222222223,575757,1486964801499
0.12361111111111112,0.47555555555555556,f2f2f2,1486964802024
0.10694444444444444,0.2733333333333333,ffffff,1486964802148
0.09513888888888888,0.13333333333333333,fafafa,1486964802275
0.09305555555555556,0.09666666666666666,d5d3d5,1486964802383
0.09027777777777778,0.09444444444444444,d5d4d5,1486964802495
0.07847222222222222,0.08444444444444445,dad7da,1486964802609
0.07361111111111111,0.07333333333333333,dfdddf,1486964802722
0.07222222222222222,0.07,e1dde1,1486964802830
0.06944444444444445,0.06777777777777778,e1dee1,1486964802938
0.06736111111111111,0.06555555555555556,e2dfe2,1486964803047
0.06597222222222222,0.06333333333333334,e2e1e2,1486964803153
0.06458333333333334,0.06222222222222222,929297,1486964803260
0.02638888888888889,0.29888888888888887,030a1c,1486964823188
0.11666666666666667,0.43444444444444447,f5f8fa,1486964823296
0.15069444444444444,0.4588888888888889,ffffff,1486964823406
0.1451388888888889,0.47333333333333333,ffffff,1486964823510
0.1486111111111111,0.4888888888888889,ffffff,1486964823615
0.16805555555555557,0.5122222222222222,ffffff,1486964823723
0.1840277777777778,0.5233333333333333,ffffff,1486964823835
0.19166666666666668,0.5277777777777778,ffffff,1486964823949
0.1951388888888889,0.5266666666666666,0724fb,1486964825077
0.19027777777777777,0.6744444444444444,edd2a1,1486964829682
0.2125,0.7622222222222222,f5f8fa,1486964829792
0.19652777777777777,0.7577777777777778,f5f8fa,1486964830107
0.12777777777777777,0.7166666666666667,f5f8fa,1486964830219
0.025,0.6855555555555556,4aacdc,1486965069003
0.0020833333333333333,0.5388888888888889,f0f0f0,1486965069627
0.0125,0.4677777777777778,8ecb8a,1486965069738
0.013888888888888888,0.45555555555555555,a6da9e,1486965069848
0.014583333333333334,0.45111111111111113,989898,1486965069959
0.04791666666666667,0.4411111111111111,efefef,1486965071100
0.12986111111111112,0.41444444444444445,2c3539,1486965071246
0.13958333333333334,0.41333333333333333,2c3539,1486965071385
0.10486111111111111,0.5111111111111111,354349,1486965071901
0.09097222222222222,0.5866666666666667,354349,1486965072007
0.0875,0.6588888888888889,2c3539,1486965072139
0.08611111111111111,0.6277777777777778,2c3539,1486965072982
0.07152777777777777,0.6244444444444445,b8d8e1,1486965074539
0.04236111111111111,0.5677777777777778,2c3539,1486965074665
0.03125,0.5266666666666666,d1d2b8,1486965074771
0.025694444444444443,0.5366666666666666,2c3539,1486965074878
0.020833333333333332,0.63,2c3539,1486965074991
0.017361111111111112,0.6677777777777778,2c3539,1486965075109
0.020833333333333332,0.6544444444444445,2c3539,1486965075433
0.021527777777777778,0.6533333333333333,2c3539,1486965075544
0.034027777777777775,0.6555555555555556,2c3539,1486965076470
0.07569444444444444,0.6722222222222223,354349,1486965076579
0.07013888888888889,0.6566666666666666,2c3539,1486965077835
0.06875,0.6533333333333333,2c3539,1486965077965
0.08125,0.6422222222222222,168cdf,1486965078587
0.35625,0.37444444444444447,ffffff,1486965078705
0.39305555555555555,0.34,6a6969,1486965078820
0.38958333333333334,0.33555555555555555,e9e9e9,1486965079944
0.3875,0.33111111111111113,e9e9e9,1486965080053
0.4409722222222222,0.3477777777777778,f5f5f5,1486965082592
0.5402777777777777,0.3566666666666667,ffffff,1486965082697
0.5409722222222222,0.3466666666666667,ffffff,1486965083934
0.5416666666666666,0.34444444444444444,ffffff,1486965084047
0.54375,0.44333333333333336,000000,1486965084669
0.5527777777777778,0.5444444444444444,000000,1486965084777
0.5555555555555556,0.5666666666666667,0020ea,1486965084886
0.5569444444444445,0.5888888888888889,ffffff,1486965084995
